UMAP 1,UMAP 2,index,Metadata_SMILES,Metadata_BROAD_ID,Scaffold,Var1,Metadata_moa.x
9.736251,3.5080261,52,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,BRD-A17462676,c1ccccc1,BRD-A17462676,adrenergic receptor agonist
10.449079,7.409779,53,CN1C[C@@]2(C=C)C3CC4OC[C@@H]3[C@@H]1[C@H]2[C@@]45C(=O)Nc6ccccc65,BRD-A17535965,O=C1Nc2ccccc2C12C1CC3C(CO1)C1NCC3C12,BRD-A17535965,acetylcholine receptor antagonist
9.463459,4.5901513,54,CC(C)Cc1ccc(cc1)C(C)C(=O)O,BRD-A17655518,c1ccccc1,BRD-A17655518,cyclooxygenase inhibitor
9.591236,7.0801344,55,CC1(C)C=CC(=O)[C@@]2(C)C1CC(=O)[C@]3(C)C2CC[C@@]4(C)[C@@H](OC(=O)C5OC543)c6ccoc6,BRD-A17819071,O=C1C=CCC2CC(=O)C3C(CCC4C(c5ccoc5)OC(=O)C5OC543)C12,BRD-A17819071,hsp inhibitor
9.410028,5.7969584,56,Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)O,BRD-A17846016,c1ccc2c(c1)CCCO2,BRD-A17846016,antioxidant
10.461187,7.747776,57,CN1C(=O)CC(C1=O)c2ccccc2,BRD-A18043272,O=C1CC(c2ccccc2)C(=O)N1,BRD-A18043272,succinimide antiepileptic
9.168093,4.8244867,58,Nc1ncnc2n(cc(I)c12)C3OC(CO)C(O)C3O,BRD-A18497530,c1ncc2ccn(C3CCCO3)c2n1,BRD-A18497530,adenosine kinase inhibitor|nucleoside transporter inhibitor
9.243678,5.9307604,59,CN(C)CC(O)Cn1c2ccc(Br)cc2c3cc(Br)ccc13,BRD-A18579359,c1ccc2c(c1)[nH]c1ccccc12,BRD-A18579359,neural wiskott-aldrich syndrome protein inhibitor
4.3514686,0.99276894,60,C[C@@]12CCC3C(CCc4cc(O)ccc34)C2C[C@@H](O)[C@@H]1O,BRD-A18620900,c1ccc2c(c1)CCC1C2CCC2CCCC21,BRD-A18620900,estrogen receptor agonist
4.365168,0.9490359,61,C[C@@]12CCC3C(CCc4cc(O)ccc34)C2CC[C@@H]1O,BRD-A18917088,c1ccc2c(c1)CCC1C2CCC2CCCC21,BRD-A18917088,estrogen receptor agonist
9.499526,6.300063,62,CN1C2CCCC1CC(=O)C2,BRD-A19053259,O=C1CC2CCCC(C1)N2,BRD-A19053259,anthelmintic
12.613609,6.9396358,63,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,BRD-A19195498,c1ccc2c(c1)CCc1ccccc1N2,BRD-A19195498,norepinephrine reuptake inhibitor|tricyclic antidepressant
11.931193,7.3039927,64,CN1CCN2C(C1)c3ccccc3Cc4ccccc24,BRD-A19661776,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,BRD-A19661776,serotonin receptor antagonist
10.463111,7.2168145,65,Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,BRD-A19736161,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,BRD-A19736161,serotonin receptor antagonist
10.175035,7.3930087,66,Clc1ccc(cc1)[C@H]2CC[C@@H](CC2)C3C(=O)C(=O)c4ccccc4C3=O,BRD-A19795905,O=C1C(=O)C(C2CCC(c3ccccc3)CC2)C(=O)c2ccccc21,BRD-A19795905,mitochondrial electron transport inhibitor
3.2503738,1.0808177,67,C[C@H]1CC2C3CC[C@H](C(=O)C)[C@@]3(C)C[C@H](O)C2[C@@]4(C)CCC(=O)C=C14,BRD-A20126139,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,BRD-A20126139,glucocorticoid receptor agonist
8.925751,4.8652654,68,CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]3(C)C2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O,BRD-A20200672,O=C1C=C2C3CCCCC3CCC2C2CCC3CCCCC3C12,BRD-A20200672,gap junction modulator
10.293812,2.810448,69,CC(C)NCC(O)COc1ccc(CC(=O)N)cc1,BRD-A20239487,c1ccccc1,BRD-A20239487,adrenergic receptor antagonist
10.469171,7.7075253,70,CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,BRD-A20348246,O=C1CCS(=O)(=O)C(c2ccccc2)N1,BRD-A20348246,gaba receptor modulator
11.516888,7.461547,71,O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,BRD-A21858158,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,BRD-A21858158,anthelmintic
11.010024,3.5363214,72,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,BRD-A22032524,C1=CC(c2ccccc2)C=CN1,BRD-A22032524,calcium channel blocker
7.9426947,5.3318005,73,COc1cc(ccc1c2nc3ncccc3[nH]2)S(=O)C,BRD-A22081593,c1ccc(-c2nc3ncccc3[nH]2)cc1,BRD-A22081593,adenosine receptor antagonist
4.3816433,0.9596904,74,C[C@@]12CCC3C(CCc4cc(OS(=O)(=O)O)ccc34)C2CCC1=O,BRD-A22143024,O=C1CCC2C1CCC1c3ccccc3CCC12,BRD-A22143024,estrogen receptor agonist
8.234358,5.3907447,75,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,BRD-A22256192,O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,BRD-A22256192,adrenergic receptor antagonist
10.638586,4.729163,76,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c2ccccc2,BRD-A22305049,O=C(OCCNCCc1ccccc1)c1ccccc1,BRD-A22305049,gluconeogenesis inhibitor
7.7285714,4.9358554,77,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,BRD-A22380646,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,BRD-A22380646,atpase inhibitor
9.511245,4.550128,78,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,BRD-A22684332,O=c1ccc2ccccc2[nH]1,BRD-A22684332,adrenergic receptor agonist
12.215228,6.74968,79,CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,BRD-A22769835,c1ccc(C(c2ccccc2)N2CCCNCC2)cc1,BRD-A22769835,antihistamine
10.634857,6.8090086,80,CN1C(C(=O)Nc2ccccn2)C(=O)c3sccc3S1(=O)=O,BRD-A22844106,O=C(Nc1ccccn1)C1NS(=O)(=O)c2ccsc2C1=O,BRD-A22844106,cyclooxygenase inhibitor
9.426516,5.0504537,81,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)C2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,BRD-A23034328,O=C(NCC1CCCCO1)C1CCCN1,BRD-A23034328,protein synthesis inhibitor
12.38505,4.8733096,82,CN(C)CCC(c1ccccc1)c2ccccn2,BRD-A23072235,c1ccc(Cc2ccccn2)cc1,BRD-A23072235,histamine receptor antagonist
4.3743777,0.9805001,83,CC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,BRD-A23226398,c1ccc2c(c1)CCC1C2CCC2CCCC21,BRD-A23226398,estrogen receptor agonist
10.478954,4.4149303,84,NCC(CS(=O)(=O)O)c1ccc(Cl)cc1,BRD-A24122750,c1ccccc1,BRD-A24122750,gaba receptor antagonist
9.568974,4.161167,85,CC(C(O)c1ccc(O)cc1)N2CCC(Cc3ccccc3)CC2,BRD-A24191444,c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1,BRD-A24191444,adrenergic receptor antagonist|glutamate receptor antagonist
8.002211,9.350159,86,CC1COc2c(N3CCN(C)CC3)c(F)cc4c(=O)c(cn1c24)C(=O)O,BRD-A24228527,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,BRD-A24228527,bacterial dna gyrase inhibitor
10.063841,5.544107,87,CC(=O)CC(c1ccccc1)c2c(O)c3ccccc3oc2=O,BRD-A24514565,O=c1oc2ccccc2cc1Cc1ccccc1,BRD-A24514565,vitamin k antagonist
9.516195,4.3543763,88,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,BRD-A24587114,c1ccccc1,BRD-A24587114,adrenergic receptor agonist
7.4387927,5.6651454,89,COc1ccc(CC2N(C)CCc3cc(OC)c(OC)cc23)cc1OC,BRD-A24817035,c1ccc(CC2NCCc3ccccc32)cc1,BRD-A24817035,central nervous system
9.723398,6.965287,90,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2,BRD-A25234499,O=C1CCC(c2ccccc2)C(=O)N1,BRD-A25234499,glucocorticoid receptor antagonist
1.3671018,0.5086797,91,CCC(=O)O[C@@]1([C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl,BRD-A26095496,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,BRD-A26095496,glucocorticoid receptor agonist
10.464263,3.1768358,92,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,BRD-A26334849,O=C(CCc1ccccc1)c1ccccc1,BRD-A26334849,antiarrhythmic
9.24721,7.138756,93,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc32,BRD-A26384407,O=C1NC(c2ccccc2)c2ccccc21,BRD-A26384407,carbonic anhydrase inhibitor
11.02159,3.5513387,94,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,BRD-A26711594,O=C(OCCNCc1ccccc1)C1=CNC=CC1c1ccccc1,BRD-A26711594,calcium channel blocker
11.243411,5.8875484,95,CC(CN1CCCCC1)C(=O)c2ccc(C)cc2,BRD-A27732521,O=C(CCN1CCCCC1)c1ccccc1,BRD-A27732521,sodium channel blocker
2.4854054,0.7361682,96,C[C@@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C2CC[C@]1(O)C(=O)CO,BRD-A27887842,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,BRD-A27887842,glucocorticoid receptor agonist
11.245607,7.102682,97,C1CN=C(N1)C2CCCc3ccccc23,BRD-A28856712,c1ccc2c(c1)CCCC2C1=NCCN1,BRD-A28856712,adrenergic receptor agonist
9.1096,4.57525,98,COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)C(O[C@@H]2CO)n3cnc4c(ncnc34)N(C)C)cc1,BRD-A28970875,O=C(CCc1ccccc1)NC1COC(n2cnc3cncnc32)C1,BRD-A28970875,protein synthesis inhibitor
3.9454749,1.6869513,99,C[C@@]12CCC3C(CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C@@]2(O)C[C@H](O)[C@@H]1C5=CC(=O)OC5,BRD-A29082194,O=C1C=C(C2CCC3C2CCC2C4CCCCC4CCC23)CO1,BRD-A29082194,atpase inhibitor
10.275042,2.7815518,100,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,BRD-A29260609,c1ccccc1,BRD-A29260609,adrenergic receptor antagonist
11.004078,3.5480182,101,COC(=O)C1=C(C)NC(=C(C1C)C(=O)OCCSc2ccccc2)C,BRD-A29289453,O=C(OCCSc1ccccc1)C1=CNC=CC1,BRD-A29289453,platelet activating factor receptor antagonist
3.335274,1.0660036,102,C[C@@]12CCC3C(C=CC4=CC(=O)CC[C@]34C)C2CC[C@@]1(O)CCC(=O)O,BRD-A29322418,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,BRD-A29322418,mineralocorticoid receptor antagonist
12.2442465,4.87282,103,CN(C)CCOC(c1ccc(Cl)cc1)c2ccccn2,BRD-A29426959,c1ccc(Cc2ccccn2)cc1,BRD-A29426959,histamine receptor antagonist
10.806557,7.865288,104,CN1CC(c2ccccc2)c3cccc(N)c3C1,BRD-A29644307,c1ccc(C2CNCc3ccccc32)cc1,BRD-A29644307,dopamine uptake inhibitor
3.5332692,1.2033973,105,CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C)C(=O)C,BRD-A29731977,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,BRD-A29731977,progesterone receptor agonist
12.108482,4.8624606,106,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,BRD-A29734509,c1ccc(Cc2ccccn2)cc1,BRD-A29734509,sodium channel blocker
9.828151,4.5357347,107,CC(=O)C(C#N)C(=O)Nc1cc(Br)ccc1Br,BRD-A30655177,c1ccccc1,BRD-A30655177,btk inhibitor
11.018728,3.549782,108,CCOC(=O)C1=C(C)NC(=C(C1c2cccc(Cl)c2Cl)C(=O)OC)C,BRD-A30815329,C1=CC(c2ccccc2)C=CN1,BRD-A30815329,calcium channel blocker
10.204797,4.2785954,109,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,BRD-A31159102,c1ccc(COc2ccccc2)cc1,BRD-A31159102,selective serotonin reuptake inhibitor (ssri)
10.431528,3.1899757,110,COc1ccccc1OCC(O)COC(=O)N,BRD-A31521121,c1ccccc1,BRD-A31521121,muscle relaxant
10.653139,5.3981185,111,CCOC(=O)[C@H](CCc1ccccc1)N[C@H](C)C(=O)N2[C@@H](CC3CCCCC32)C(=O)O,BRD-A32505112,O=C(CNCCCc1ccccc1)N1CCC2CCCCC21,BRD-A32505112,angiotensin converting enzyme inhibitor
9.636164,5.591688,112,CC(=O)OC1CN2CCC1CC2,BRD-A32673558,C1CN2CCC1CC2,BRD-A32673558,acetylcholine receptor agonist
9.743483,3.5105953,113,CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,BRD-A33168282,c1ccccc1,BRD-A33168282,adrenergic receptor antagonist
7.508723,6.3567924,114,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)C(OC4O[C@@H]5COC(C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,BRD-A33280134,O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4,BRD-A33280134,topoisomerase inhibitor
7.252879,4.501066,115,COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c3ccccc3,BRD-A33447119,O=S(c1ccccc1)c1ccc2nc[nH]c2c1,BRD-A33447119,anthelmintic
12.115552,7.4019194,116,CN1CCCC(CC2c3ccccc3Sc4ccccc24)C1,BRD-A33711280,c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1,BRD-A33711280,acetylcholine receptor antagonist
9.972034,5.823986,117,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,BRD-A33749298,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,BRD-A33749298,cyclooxygenase inhibitor
8.011262,5.6844335,118,COc1ccc(cc1OC2CCCC2)C3CNC(=O)C3,BRD-A34255068,O=C1CC(c2cccc(OC3CCCC3)c2)CN1,BRD-A34255068,phosphodiesterase inhibitor
3.9689374,1.6693493,119,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CC[C@]5(O)C4CCC3=C2)c6ccc(=O)oc6)[C@H](O)[C@H](O)[C@H]1O,BRD-A34806832,O=c1ccc(C2CCC3C2CCC2C4CCC(OC5CCCCO5)C=C4CCC23)co1,BRD-A34806832,atpase inhibitor
7.53087,6.3847756,120,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)C(O[C@@H]4O[C@@H]5CO[C@H](OC5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27,BRD-A35588707,O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4,BRD-A35588707,topoisomerase inhibitor
