UMAP 1,UMAP 2,index,Metadata_SMILES,Metadata_BROAD_ID,Scaffold,Var1,Metadata_moa.x
8.600857,11.102815,10,CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC,BRD-A02006392,C1=CC(c2ccccc2)C=CN1,BRD-A02006392,calcium channel blocker
6.736985,8.1154375,11,CC(=C)C1Cc2c(O1)ccc(C(O)=O)c2O,BRD-A02176148,c1ccc2c(c1)CCO2,BRD-A02176148,mitochondrial complex i inhibitor
6.6446176,9.210669,12,CCC1(CCCCN(C)C1)c1cccc(O)c1,BRD-A02710418,c1ccc(C2CCCCNC2)cc1,BRD-A02710418,opioid receptor agonist
5.1542797,8.823332,13,CC(=O)O[C@@H]1CC2[C@](C)(CCC(=O)C2(C)C)C2CC[C@@]3(C)[C@@H](OC(=O)C=C3[C@]12C)c1ccoc1,BRD-A02713983,O=C1CCC2C(CCC3C4=CC(=O)OC(c5ccoc5)C4CCC32)C1,BRD-A02713983,growth factor receptor activator
4.3302035,7.093298,14,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,BRD-A02759312,c1ccc(CCOCC2CC2)cc1,BRD-A02759312,adrenergic receptor antagonist
8.762731,10.449943,15,CN1CCCCC1C(=O)Nc1c(C)cccc1C,BRD-A03216249,O=C(Nc1ccccc1)C1CCCCN1,BRD-A03216249,potassium channel blocker
4.4077926,6.936663,16,OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N,BRD-A03359064,O=C(NCCNCCCOc1ccccc1)Nc1ccccc1,BRD-A03359064,adrenergic receptor antagonist
4.3278623,7.1166453,17,COCCc1ccc(OCC(O)CNC(C)C)cc1,BRD-A03623303,c1ccccc1,BRD-A03623303,adrenergic receptor antagonist
6.5964284,8.467009,18,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,BRD-A03816571,c1ccc(C2CCCCC2)cc1,BRD-A03816571,cannabinoid receptor agonist|cc chemokine receptor antagonist
7.52168,11.0981,19,CC(C)NCC(O)c1ccc(O)c(O)c1,BRD-A04322457,c1ccccc1,BRD-A04322457,adrenergic receptor agonist
10.24483,6.9121704,20,Oc1cc2C(CN(CC=C)CCc2c(Cl)c1O)c1ccccc1,BRD-A04438777,c1ccc(C2CNCCc3ccccc32)cc1,BRD-A04438777,dopamine receptor agonist
9.698052,9.6158,21,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,BRD-A04553218,c1ccc(Cc2ccccn2)cc1,BRD-A04553218,histamine receptor antagonist
9.215022,8.702653,22,CCOC(OCC)P(O)(=O)CCCNCc1ccc(Cl)c(Cl)c1,BRD-A04668240,c1ccccc1,BRD-A04668240,gaba receptor antagonist
11.894398,5.6628966,23,CCCC(=O)Nc1ncnc2n(cnc12)C1OC2COP(O)(=O)OC2C1OC(=O)CCC,BRD-A04706586,O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,BRD-A04706586,adenosine receptor agonist
7.7087994,10.203265,24,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,BRD-A05186015,c1ccccc1,BRD-A05186015,dopamine uptake inhibitor
9.915101,8.778669,25,CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,BRD-A06352418,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,BRD-A06352418,histamine receptor antagonist
8.836666,7.0862784,26,O=C1NC(=O)c2c1c1c3ccccc3n3C4CCC(O4)n4c5ccccc5c2c4c13,BRD-A06352508,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,BRD-A06352508,chk inhibitor
7.488815,6.130959,27,CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,BRD-A06390036,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,BRD-A06390036,antiarrhythmic
11.847582,5.7147884,28,CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C1O[C@H]2COP(O)(=O)O[C@@H]2[C@@H]1OC(=O)CCC,BRD-A06726973,O=c1[nH]cnc2c1ncn2C1CC2O[PH](=O)OCC2O1,BRD-A06726973,cgmp analog
5.331983,9.163023,29,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C2[C@H](O)C[C@@H]2[C@]1(C)C[C@H](OC(C)=O)\C2=C(/CCC=C(C)C)C(O)=O,BRD-A06935312,C=C1CCC2C1CCC1C3CCCCC3CCC21,BRD-A06935312,bacterial 30s ribosomal subunit inhibitor
6.0413084,7.1288986,30,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,BRD-A07207424,O=C1NCC(Cc2ccccc2)N1,BRD-A07207424,phosphodiesterase inhibitor
7.590144,11.107486,31,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O,BRD-A07440155,c1ccc(CCCNCCc2ccccc2)cc1,BRD-A07440155,adrenergic receptor antagonist
7.505916,11.052278,32,CC(C)NCC(O)c1cc(O)cc(O)c1,BRD-A07780951,c1ccccc1,BRD-A07780951,adrenergic receptor agonist
7.14752,6.659638,33,O=C1CC(Oc2ccccc12)c1ccccc1,BRD-A07824748,O=C1CC(c2ccccc2)Oc2ccccc21,BRD-A07824748,11-beta hydroxysteroid dehydrogenase inhibitor
8.594255,11.106235,34,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCC=Cc1ccccc1,BRD-A07875874,O=C(OCC=Cc1ccccc1)C1=CNC=CC1c1ccccc1,BRD-A07875874,calcium channel blocker
10.022682,7.5957913,35,CSc1ccc2Sc3ccccc3CC(N3CCN(C)CC3)c2c1,BRD-A07932845,c1ccc2c(c1)CC(N1CCNCC1)c1ccccc1S2,BRD-A07932845,anti-hcve2
8.138181,10.2547,36,CCC(C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,BRD-A07952294,c1ccccc1,BRD-A07952294,farnesyltransferase inhibitor
8.474087,9.752201,37,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,BRD-A08187463,O=C(CCc1ccccc1)NCC(=O)OCc1ccccc1,BRD-A08187463,enkephalinase inhibitor
5.827826,8.699022,38,CO[C@H](C)C(O)(C(C)C)C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12,BRD-A08709697,C1=CC2CCCN2C1,BRD-A08709697,pyrrolizidine alkaloid
5.7331986,7.2078233,39,COC1=CC23CCCN2CCc2cc4OCOc4cc2C3C1O,BRD-A08877921,C1=CC23CCCN2CCc2cc4c(cc2C3C1)OCO4,BRD-A08877921,protein synthesis inhibitor
6.1142745,7.33117,40,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1,BRD-A09056319,O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,BRD-A09056319,adrenergic receptor antagonist
8.367152,9.5124035,41,CCC(C)(CN(C)C)OC(=O)c1ccccc1,BRD-A09062839,c1ccccc1,BRD-A09062839,local anesthetic
8.725221,8.025387,42,O=C1CC2OCC=C3CN4CC[C@@]56C4C[C@@H]3[C@@H]2C5N1c1ccccc61,BRD-A09094913,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,BRD-A09094913,acetylcholine receptor antagonist
5.2496033,8.831361,43,CC(=O)O[C@@H]1CC(=O)OC(C)(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)c3ccoc3)[C@@]12C,BRD-A09161221,O=C1CCC2C(CO1)CC(=O)C1C2CCC2C(c3ccoc3)OC(=O)C3OC321,BRD-A09161221,hsp inhibitor
3.6819842,9.365203,44,CC(=O)O[C@]1(CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@]12C)C#C,BRD-A09349126,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,BRD-A09349126,progesterone receptor agonist
9.917164,10.348374,45,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,BRD-A09467419,O=C(OCCCCNCCc1ccccc1)c1ccccc1,BRD-A09467419,acetylcholine receptor antagonist
8.907877,9.778102,46,FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1,BRD-A09472452,O=C(NCC1CCCCN1)c1ccccc1,BRD-A09472452,sodium channel blocker
6.022345,7.313786,47,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,BRD-A09533288,c1ccc(CCCCNCCc2ccccc2)cc1,BRD-A09533288,calcium channel blocker
4.726922,11.301643,48,CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,BRD-A09539288,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,BRD-A09539288,acetylcholine receptor antagonist
10.205595,6.8715806,49,Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,BRD-A09828896,c1ccc(C2CNCCc3ccccc32)cc1,BRD-A09828896,dopamine receptor agonist
7.5597973,11.041709,50,CCNCC(O)c1cccc(O)c1,BRD-A09925278,c1ccccc1,BRD-A09925278,adrenergic receptor agonist
4.1729617,6.899234,51,CC(C)NCC(O)COc1cccc2ccccc12,BRD-A10070317,c1ccc2ccccc2c1,BRD-A10070317,adrenergic receptor antagonist
8.300003,7.6851764,52,NC1(CCCCC1=O)c1ccccc1Cl,BRD-A10355991,O=C1CCCCC1c1ccccc1,BRD-A10355991,glutamate receptor antagonist
10.327354,10.986634,53,CCN1CCC(CNC(=O)c2cc(ccc2OC)S(N)(=O)=O)C1,BRD-A10715913,O=C(NCC1CCNC1)c1ccccc1,BRD-A10715913,dopamine receptor antagonist
8.326011,6.7531776,54,CCC1(Cc2ccccc2O1)C1=NCCN1,BRD-A10739734,c1ccc2c(c1)CC(C1=NCCN1)O2,BRD-A10739734,adrenergic receptor antagonist
8.528157,7.0671587,55,CCn1ccnc1CC1COc2ccccc2O1,BRD-A10903566,c1ccc2c(c1)OCC(Cc1ncc[nH]1)O2,BRD-A10903566,adrenergic receptor antagonist
5.7447996,7.2212605,56,CO[C@@H]1CC2N3CC(O)C2(C=C1)c1cc2OCOc2c(OC)c1C3,BRD-A10969569,C1=CC23CCN(Cc4cc5c(cc42)OCO5)C3CC1,BRD-A10969569,plant alkaloid
4.237754,6.849778,57,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,BRD-A10977446,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,BRD-A10977446,adrenergic receptor antagonist
6.228828,6.727061,58,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2CCC(NC(C)=O)c3cc(=O)c(SC)ccc3-c2c1OC,BRD-A11605036,O=c1cccc2c(c1)CCCc1cc(OC3CCCCO3)ccc1-2,BRD-A11605036,gaba receptor antagonist
9.406005,7.57098,59,CN1CCC2(Cc3nc4ccccc4cc3CC2C1)c1cccc(O)c1,BRD-A11609859,c1ccc(C23CCNCC2Cc2cc4ccccc4nc2C3)cc1,BRD-A11609859,opioid receptor agonist
5.19886,8.764785,60,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O)C3=O,BRD-A11678676,O=C1OCC2C3=C(C(=O)c4occ1c42)C1CCC(=O)C1CC3,BRD-A11678676,pi3k inhibitor
4.7930894,7.212544,61,CN(CCc1ccc(Cl)c(Cl)c1)CC(O)COc1ccc(NS(C)(=O)=O)cc1,BRD-A11813248,c1ccc(CCNCCCOc2ccccc2)cc1,BRD-A11813248,potassium channel blocker
4.7599936,11.240196,62,CN1C2CCC1CC(C2)NC(=O)c1nn(C)c2ccccc12,BRD-A12016240,O=C(NC1CC2CCC(C1)N2)c1n[nH]c2ccccc12,BRD-A12016240,serotonin receptor antagonist
6.691632,7.196506,63,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,BRD-A13188892,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,BRD-A13188892,adrenergic receptor antagonist
12.158072,8.749434,64,Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)C(N2C1=O)C(O)=O)-c1c(F)cccc1Cl,BRD-A13650332,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,BRD-A13650332,bacterial cell wall synthesis inhibitor
7.8152246,8.512436,65,CC1=C(CC(O)=O)c2cc(F)ccc2C\1=C/c1ccc(cc1)S(C)=O,BRD-A13946108,C1=Cc2ccccc2C1=Cc1ccccc1,BRD-A13946108,cyclooxygenase inhibitor
10.957035,7.6882076,66,CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)=O,BRD-A14395271,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,BRD-A14395271,dopamine receptor antagonist
4.646738,11.373337,67,CN1C2CC(CC1C1OC21)OC(=O)C(CO)c1ccccc1,BRD-A14566392,O=C(Cc1ccccc1)OC1CC2NC(C1)C1OC21,BRD-A14566392,acetylcholine receptor antagonist
8.945318,7.839814,68,Clc1ccc(cn1)C1=CCCC2CCC1N2,BRD-A14574269,C1=C(c2cccnc2)C2CCC(CC1)N2,BRD-A14574269,acetylcholine receptor agonist
7.1719265,6.9973373,69,COc1c(O)cc2C(=O)OC3C(O)C(O)C(CO)OC3c2c1O,BRD-A15034104,O=C1OC2CCCOC2c2ccccc21,BRD-A15034104,interleukin inhibitor
11.940147,5.6129727,70,CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]1O[C@@H]2OP(O)(=O)OC[C@H]2[C@H]1OC(=O)CCC,BRD-A15070535,O=[PH]1OCC2CC(n3cnc4cncnc43)OC2O1,BRD-A15070535,adenosine receptor agonist|camp stimulant
9.684008,10.00652,71,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1,BRD-A15415227,O=C(c1ccccc1)c1ccccc1NCCc1ccc(OCCNc2ccccn2)cc1,BRD-A15415227,ppar receptor agonist
10.510305,9.128757,72,OC(CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1,BRD-A15435692,c1ccc(CCCCN2CCN(c3ncccn3)CC2)cc1,BRD-A15435692,sigma receptor antagonist|glutamate receptor antagonist|serotonin receptor agonist
4.031926,6.7731752,73,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,BRD-A15530910,c1ccc2[nH]ccc2c1,BRD-A15530910,adrenergic receptor antagonist|serotonin receptor antagonist
6.024902,11.127138,74,CCCCCC(O)\C=C\C=O,BRD-A15914070,,BRD-A15914070,cytotoxic lipid peroxidation product
8.594872,9.399077,75,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,BRD-A16332958,c1ccc(Cc2ccccc2)cc1,BRD-A16332958,adrenergic receptor agonist
8.950685,8.635432,76,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,BRD-A16665823,c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1,BRD-A16665823,bacterial cell wall synthesis inhibitor
6.7983346,8.34307,77,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,BRD-A16694057,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,BRD-A16694057,ppar receptor antagonist
5.607091,8.655485,78,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1,BRD-A17065207,O=C1C=CCC2CCCC2C=CCCCCO1,BRD-A17065207,protein synthesis inhibitor
8.615614,6.1829057,79,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,BRD-A17428743,c1csc(COc2ccc3[nH]ccc3c2)c1,BRD-A17428743,serotonin receptor agonist
9.602908,7.820074,80,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1,BRD-A17453586,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1,BRD-A17453586,serotonin receptor agonist
8.95677,7.6867743,81,CN1C[C@@]2(C=C)C3CC4OC[C@@H]3[C@@H]1[C@H]2[C@@]41C(=O)Nc2ccccc12,BRD-A17535965,O=C1Nc2ccccc2C12C1CC3C(CO1)C1NCC3C12,BRD-A17535965,acetylcholine receptor antagonist
7.6169233,10.275747,82,CC(C)Cc1ccc(cc1)C(C)C(O)=O,BRD-A17655518,c1ccccc1,BRD-A17655518,cyclooxygenase inhibitor
8.90067,7.5853405,83,CN1C(=O)CC(C1=O)c1ccccc1,BRD-A18043272,O=C1CC(c2ccccc2)C(=O)N1,BRD-A18043272,succinimide antiepileptic
8.4191,7.717362,84,CCOC(=O)C12CC1C(=NO)c1ccccc1O2,BRD-A18202423,N=C1c2ccccc2OC2CC12,BRD-A18202423,glutamate receptor antagonist
12.163567,5.351656,85,Nc1ncnc2n(cc(I)c12)C1OC(CO)C(O)C1O,BRD-A18497530,c1ncc2ccn(C3CCCO3)c2n1,BRD-A18497530,adenosine kinase inhibitor|nucleoside transporter inhibitor
6.7055993,8.05967,86,CN(C)CC(O)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,BRD-A18579359,c1ccc2c(c1)[nH]c1ccccc12,BRD-A18579359,neural wiskott-aldrich syndrome protein inhibitor
8.340673,6.730117,87,C1CN=C(N1)C1COc2ccccc2O1,BRD-A18696154,c1ccc2c(c1)OCC(C1=NCCN1)O2,BRD-A18696154,adrenergic receptor antagonist
6.647003,8.047283,88,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,BRD-A18763547,c1ccc2c(c1)c1ccccc1n2CCCN1CCNCC1,BRD-A18763547,cytochrome c release inhibitor
5.6834197,8.537775,89,CN1C2CCCC1CC(=O)C2,BRD-A19053259,O=C1CC2CCCC(C1)N2,BRD-A19053259,anthelmintic
10.831307,7.770007,90,CC(CN(C)C)CN1c2ccccc2CCc2ccccc12,BRD-A19195498,c1ccc2c(c1)CCc1ccccc1N2,BRD-A19195498,norepinephrine reuptake inhibitor
8.8683605,7.324461,91,Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C,BRD-A19736161,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,BRD-A19736161,serotonin receptor antagonist
4.3271914,7.08758,92,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,BRD-A20239487,c1ccccc1,BRD-A20239487,adrenergic receptor antagonist
8.816075,7.800987,93,CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,BRD-A20348246,O=C1CCS(=O)(=O)C(c2ccccc2)N1,BRD-A20348246,gaba receptor modulator
7.4235244,9.872095,94,NC(CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(O)=O,BRD-A20968261,c1ccc(Oc2ccccc2)cc1,BRD-A20968261,glutamate transporter inhibitor
9.492771,5.8413415,95,Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)c1oc2ccccc2c1CC35O,BRD-A21723284,c1cc2c3c(c1)OC1c4oc5ccccc5c4CC4C(C2)N(CC2CC2)CCC314,BRD-A21723284,opioid receptor antagonist
8.406186,7.6083293,96,O=C(C1CCCCC1)N1CC2N(CCc3ccccc23)C(=O)C1,BRD-A21858158,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,BRD-A21858158,anthelmintic
8.275048,9.288398,97,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1,BRD-A22305049,O=C(OCCNCCc1ccccc1)c1ccccc1,BRD-A22305049,gluconeogenesis inhibitor
7.348462,6.5750866,98,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,BRD-A22380646,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,BRD-A22380646,atpase inhibitor
7.435173,10.850554,99,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,BRD-A22684332,O=c1ccc2ccccc2[nH]1,BRD-A22684332,adrenergic receptor agonist
6.0626574,8.3036995,100,CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N,BRD-A22707317,c1cnc2sc3c(c2c1)CCCC3,BRD-A22707317,gaba receptor modulator
10.156566,8.153756,101,CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,BRD-A22769835,c1ccc(C(c2ccccc2)N2CCCNCC2)cc1,BRD-A22769835,antihistamine
9.1689205,6.456634,102,CCC1(O)CC2CN(C1)CCc1c([nH]c3ccccc13)C(C2)(C(=O)OC)c1cc2c(cc1OC)N(C)C1C22CCN3CC=CC(CC)(C23)C(C(=O)OC)C1(O)C(=O)OC,BRD-A22783572,C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4C34CCN(C1)C24,BRD-A22783572,microtubule formation inhibitor|tubulin inhibitor|tubulin polymerization inhibitor
9.042621,9.084323,103,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,BRD-A22844106,O=C(Nc1ccccn1)C1NS(=O)(=O)c2ccsc2C1=O,BRD-A22844106,cyclooxygenase inhibitor
5.592476,8.574345,104,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)C1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,BRD-A23034328,O=C(NCC1CCCCO1)C1CCCN1,BRD-A23034328,protein synthesis inhibitor
9.690282,9.612241,105,CN(C)CCC(c1ccccc1)c1ccccn1,BRD-A23072235,c1ccc(Cc2ccccn2)cc1,BRD-A23072235,histamine receptor antagonist
4.155949,8.867516,106,CC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,BRD-A23226398,c1ccc2c(c1)CCC1C2CCC2CCCC21,BRD-A23226398,estrogen receptor agonist
9.040629,8.827426,107,C(Oc1cccc2C=C(CN3CCOCC3)COc12)C1CNCCO1,BRD-A23683907,C1=C(CN2CCOCC2)COc2c1cccc2OCC1CNCCO1,BRD-A23683907,serotonin receptor antagonist
8.242507,10.472084,108,CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C3C4(COC4CC(O)C3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)C(O)C(NC(=O)c1ccccc1)c1ccccc1,BRD-A23723433,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,BRD-A23723433,tubulin inhibitor|microtubule stabilizing|microtubule stimulant|p glycoprotein inhibitor|taxane
7.391266,9.865571,109,NCC(CS(O)(=O)=O)c1ccc(Cl)cc1,BRD-A24122750,c1ccccc1,BRD-A24122750,gaba receptor antagonist
9.168024,9.853736,110,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,BRD-A24191444,c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1,BRD-A24191444,adrenergic receptor antagonist
4.7591186,8.165965,111,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,BRD-A24228527,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,BRD-A24228527,bacterial dna gyrase inhibitor
7.783955,8.539584,112,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,BRD-A24514565,O=c1oc2ccccc2cc1Cc1ccccc1,BRD-A24514565,vitamin k antagonist
7.485006,10.9306755,113,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,BRD-A24587114,c1ccccc1,BRD-A24587114,adrenergic receptor agonist
5.679506,6.9170218,114,COc1ccc(CC2N(C)CCc3cc(OC)c(OC)cc23)cc1OC,BRD-A24817035,c1ccc(CC2NCCc3ccccc32)cc1,BRD-A24817035,central nervous system
6.1298738,8.699094,115,CCC1(CCC(=O)NC1=O)c1ccc(N)cc1,BRD-A25234499,O=C1CCC(c2ccccc2)C(=O)N1,BRD-A25234499,glucocorticoid receptor antagonist
5.7845488,8.33655,116,O=C1OC23C[C@@H](C=CC2=C1)N1CCCC[C@H]31,BRD-A25775766,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,BRD-A25775766,gaba receptor antagonist|tp53 activator
10.892772,9.245322,117,CC1(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)OCc2ccccc2-n2cccc12,BRD-A26032986,O=c1[nH]c2ccccc2n1C1CCN(CC2OCc3ccccc3-n3cccc32)CC1,BRD-A26032986,calmodulin antagonist
12.121274,5.404188,118,COc1ccc(CC(N)C(=O)N[C@@H]2[C@@H](CO)O[C@H]([C@@H]2O)n2cnc3c(ncnc23)N(C)C)cc1,BRD-A26222320,O=C(CCc1ccccc1)NC1COC(n2cnc3cncnc32)C1,BRD-A26222320,protein synthesis inhibitor
4.4801807,6.9515114,119,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,BRD-A26334849,O=C(CCc1ccccc1)c1ccccc1,BRD-A26334849,antiarrhythmic
7.7419677,7.7630467,120,NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,BRD-A26384407,O=C1NC(c2ccccc2)c2ccccc21,BRD-A26384407,carbonic anhydrase inhibitor
